Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Calculated Total Amount,Sale_Category,Age Classification,Total Amount Stdev Difference
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,100,Baja,Adulto mayor,459.997631555123
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30,30,Baja,Adulto Joven,529.997631555123
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,1000,Media,Adulto,440.002368444877
837,2023-07-01,CUST837,Male,18,Beauty,3,30,90,90,Baja,Adulto Joven,469.997631555123
260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,60,Baja,Adulto,499.997631555123
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,100,Baja,Adulto,459.997631555123
78,2023-07-01,CUST078,Female,47,Clothing,3,500,1500,1500,Alta,Adulto,940.002368444877
45,2023-07-03,CUST045,Female,55,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
59,2023-07-05,CUST059,Male,62,Clothing,1,50,50,50,Baja,Adulto mayor,509.997631555123
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200,200,Baja,Adulto Joven,359.997631555123
802,2023-07-05,CUST802,Female,46,Beauty,1,30,30,30,Baja,Adulto,529.997631555123
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500,500,Baja,Adulto,59.99763155512301
75,2023-07-06,CUST075,Male,61,Beauty,4,50,200,200,Baja,Adulto mayor,359.997631555123
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,60,Baja,Adulto,499.997631555123
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,2000,Alta,Adulto Joven,1440.002368444877
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,100,Baja,Adulto,459.997631555123
870,2023-07-08,CUST870,Female,46,Electronics,4,30,120,120,Baja,Adulto,439.997631555123
77,2023-07-09,CUST077,Female,47,Clothing,2,50,100,100,Baja,Adulto,459.997631555123
792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,50,Baja,Adulto Joven,509.997631555123
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,100,Baja,Adulto,459.997631555123
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,75,Baja,Adulto,484.997631555123
176,2023-07-11,CUST176,Female,43,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
216,2023-07-11,CUST216,Male,62,Electronics,2,50,100,100,Baja,Adulto mayor,459.997631555123
772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
53,2023-07-13,CUST053,Male,34,Electronics,2,50,100,100,Baja,Adulto,459.997631555123
71,2023-07-14,CUST071,Female,51,Beauty,4,25,100,100,Baja,Adulto,459.997631555123
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,900,Media,Adulto,340.002368444877
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,600,Baja,Adulto,40.00236844487699
93,2023-07-14,CUST093,Female,35,Beauty,4,500,2000,2000,Alta,Adulto,1440.002368444877
43,2023-07-14,CUST043,Female,48,Clothing,1,300,300,300,Baja,Adulto,259.997631555123
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90,90,Baja,Adulto mayor,469.997631555123
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,900,Media,Adulto Joven,340.002368444877
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,150,Baja,Adulto,409.997631555123
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25,25,Baja,Adulto,534.997631555123
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,1500,Alta,Adulto,940.002368444877
144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500,1500,Alta,Adulto,940.002368444877
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,90,Baja,Adulto,469.997631555123
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,100,Baja,Adulto,459.997631555123
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50,50,Baja,Adulto,509.997631555123
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,900,Media,Adulto,340.002368444877
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,1500,Alta,Adulto mayor,940.002368444877
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,300,Baja,Adulto mayor,259.997631555123
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,1000,Media,Adulto Joven,440.002368444877
114,2023-07-22,CUST114,Female,22,Beauty,4,25,100,100,Baja,Adulto Joven,459.997631555123
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,50,Baja,Adulto,509.997631555123
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,2000,Alta,Adulto,1440.002368444877
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,60,Baja,Adulto,499.997631555123
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,2000,Alta,Adulto,1440.002368444877
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500,1500,Alta,Adulto,940.002368444877
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,1000,Media,Adulto,440.002368444877
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50,50,Baja,Adulto,509.997631555123
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,1000,Media,Adulto mayor,440.002368444877
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500,500,Baja,Adulto,59.99763155512301
105,2023-07-25,CUST105,Female,22,Electronics,1,500,500,500,Baja,Adulto Joven,59.99763155512301
270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,300,Baja,Adulto,259.997631555123
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,600,Baja,Adulto,40.00236844487699
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,90,Baja,Adulto Joven,469.997631555123
864,2023-07-27,CUST864,Female,51,Electronics,1,500,500,500,Baja,Adulto,59.99763155512301
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,600,Baja,Adulto mayor,40.00236844487699
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,150,Baja,Adulto mayor,409.997631555123
850,2023-07-28,CUST850,Female,26,Beauty,2,500,1000,1000,Media,Adulto,440.002368444877
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,900,Media,Adulto,340.002368444877
254,2023-07-28,CUST254,Male,41,Electronics,1,500,500,500,Baja,Adulto,59.99763155512301
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,900,Media,Adulto,340.002368444877
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75,75,Baja,Adulto,484.997631555123
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,500,Baja,Adulto,59.99763155512301
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,150,Baja,Adulto,409.997631555123
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,120,Baja,Adulto,439.997631555123
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,1500,Alta,Adulto,940.002368444877
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,120,Baja,Adulto,439.997631555123
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,500,Baja,Adulto,59.99763155512301
949,2023-08-02,CUST949,Female,41,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
687,2023-08-03,CUST687,Female,53,Electronics,1,300,300,300,Baja,Adulto,259.997631555123
27,2023-08-03,CUST027,Female,38,Beauty,2,25,50,50,Baja,Adulto,509.997631555123
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,25,Baja,Adulto,534.997631555123
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50,50,Baja,Adulto,509.997631555123
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50,50,Baja,Adulto mayor,509.997631555123
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,60,Baja,Adulto,499.997631555123
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
206,2023-08-05,CUST206,Male,61,Clothing,1,25,25,25,Baja,Adulto mayor,534.997631555123
35,2023-08-05,CUST035,Female,58,Beauty,3,300,900,900,Media,Adulto,340.002368444877
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
140,2023-08-05,CUST140,Male,38,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,50,Baja,Adulto Joven,509.997631555123
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,1200,Media,Adulto,640.002368444877
13,2023-08-05,CUST013,Male,22,Electronics,3,500,1500,1500,Alta,Adulto Joven,940.002368444877
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,1000,Media,Adulto mayor,440.002368444877
875,2023-08-06,CUST875,Female,51,Electronics,4,500,2000,2000,Alta,Adulto,1440.002368444877
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,500,Baja,Adulto mayor,59.99763155512301
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,900,Media,Adulto,340.002368444877
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,120,Baja,Adulto,439.997631555123
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25,25,Baja,Adulto mayor,534.997631555123
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200,1200,Media,Adulto mayor,640.002368444877
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60,60,Baja,Adulto,499.997631555123
125,2023-08-08,CUST125,Male,48,Clothing,2,50,100,100,Baja,Adulto,459.997631555123
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,200,Baja,Adulto,359.997631555123
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,600,Baja,Adulto,40.00236844487699
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,60,Baja,Adulto Joven,499.997631555123
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,150,Baja,Adulto,409.997631555123
801,2023-08-10,CUST801,Male,21,Clothing,4,50,200,200,Baja,Adulto Joven,359.997631555123
160,2023-08-11,CUST160,Female,43,Clothing,2,50,100,100,Baja,Adulto,459.997631555123
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,600,Baja,Adulto,40.00236844487699
807,2023-08-11,CUST807,Female,50,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000,1000,Media,Adulto,440.002368444877
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150,150,Baja,Adulto Joven,409.997631555123
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,120,Baja,Adulto,439.997631555123
217,2023-08-13,CUST217,Female,35,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
926,2023-08-14,CUST926,Male,22,Electronics,1,30,30,30,Baja,Adulto Joven,529.997631555123
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,1200,Media,Adulto,640.002368444877
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,100,Baja,Adulto,459.997631555123
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,25,Baja,Adulto,534.997631555123
957,2023-08-15,CUST957,Female,60,Electronics,4,30,120,120,Baja,Adulto mayor,439.997631555123
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,25,Baja,Adulto,534.997631555123
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,900,Media,Adulto mayor,340.002368444877
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,100,Baja,Adulto,459.997631555123
29,2023-08-18,CUST029,Female,42,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
859,2023-08-18,CUST859,Female,56,Electronics,3,500,1500,1500,Alta,Adulto,940.002368444877
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500,1500,Alta,Adulto,940.002368444877
823,2023-08-19,CUST823,Female,56,Electronics,2,50,100,100,Baja,Adulto,459.997631555123
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,500,Baja,Adulto,59.99763155512301
219,2023-08-20,CUST219,Female,53,Electronics,3,30,90,90,Baja,Adulto,469.997631555123
725,2023-08-21,CUST725,Male,61,Electronics,1,300,300,300,Baja,Adulto mayor,259.997631555123
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,50,Baja,Adulto,509.997631555123
880,2023-08-21,CUST880,Male,22,Beauty,2,500,1000,1000,Media,Adulto Joven,440.002368444877
162,2023-08-21,CUST162,Male,39,Clothing,2,30,60,60,Baja,Adulto,499.997631555123
73,2023-08-21,CUST073,Male,29,Electronics,3,30,90,90,Baja,Adulto,469.997631555123
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,1200,Media,Adulto Joven,640.002368444877
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,75,Baja,Adulto,484.997631555123
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,500,Baja,Adulto Joven,59.99763155512301
116,2023-08-23,CUST116,Female,23,Clothing,1,30,30,30,Baja,Adulto Joven,529.997631555123
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,1200,Media,Adulto,640.002368444877
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,1200,Media,Adulto,640.002368444877
804,2023-08-24,CUST804,Male,42,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
50,2023-08-24,CUST050,Female,27,Beauty,3,25,75,75,Baja,Adulto,484.997631555123
718,2023-08-25,CUST718,Female,59,Beauty,3,25,75,75,Baja,Adulto,484.997631555123
282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,200,Baja,Adulto mayor,359.997631555123
92,2023-08-25,CUST092,Female,51,Electronics,4,30,120,120,Baja,Adulto,439.997631555123
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,900,Media,Adulto,340.002368444877
825,2023-08-26,CUST825,Female,46,Beauty,1,25,25,25,Baja,Adulto,534.997631555123
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,150,Baja,Adulto mayor,409.997631555123
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,1200,Media,Adulto mayor,640.002368444877
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,300,Baja,Adulto,259.997631555123
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75,75,Baja,Adulto,484.997631555123
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90,90,Baja,Adulto mayor,469.997631555123
146,2023-08-28,CUST146,Male,38,Clothing,4,50,200,200,Baja,Adulto,359.997631555123
263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,60,Baja,Adulto Joven,499.997631555123
733,2023-08-29,CUST733,Male,34,Beauty,1,30,30,30,Baja,Adulto,529.997631555123
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,2000,Alta,Adulto,1440.002368444877
924,2023-08-29,CUST924,Male,55,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,50,Baja,Adulto mayor,509.997631555123
251,2023-08-31,CUST251,Female,57,Beauty,4,50,200,200,Baja,Adulto,359.997631555123
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,2000,Alta,Adulto,1440.002368444877
871,2023-08-31,CUST871,Male,62,Beauty,2,30,60,60,Baja,Adulto mayor,499.997631555123
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,50,Baja,Adulto,509.997631555123
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,600,Baja,Adulto Joven,40.00236844487699
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,600,Baja,Adulto,40.00236844487699
200,2023-09-01,CUST200,Male,27,Beauty,3,50,150,150,Baja,Adulto,409.997631555123
855,2023-09-01,CUST855,Male,54,Beauty,1,25,25,25,Baja,Adulto,534.997631555123
931,2023-09-02,CUST931,Male,30,Beauty,4,30,120,120,Baja,Adulto,439.997631555123
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200,1200,Media,Adulto,640.002368444877
925,2023-09-03,CUST925,Male,25,Electronics,1,300,300,300,Baja,Adulto,259.997631555123
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,1000,Media,Adulto,440.002368444877
894,2023-09-05,CUST894,Male,52,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
644,2023-09-06,CUST644,Male,23,Beauty,3,25,75,75,Baja,Adulto Joven,484.997631555123
194,2023-09-06,CUST194,Male,55,Clothing,4,50,200,200,Baja,Adulto,359.997631555123
696,2023-09-06,CUST696,Female,50,Clothing,4,50,200,200,Baja,Adulto,359.997631555123
245,2023-09-06,CUST245,Male,47,Clothing,3,30,90,90,Baja,Adulto,469.997631555123
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,1200,Media,Adulto Joven,640.002368444877
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,120,Baja,Adulto,439.997631555123
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100,100,Baja,Adulto mayor,459.997631555123
835,2023-09-07,CUST835,Male,37,Clothing,4,50,200,200,Baja,Adulto,359.997631555123
183,2023-09-08,CUST183,Female,43,Beauty,3,300,900,900,Media,Adulto,340.002368444877
851,2023-09-08,CUST851,Male,32,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,75,Baja,Adulto,484.997631555123
799,2023-09-08,CUST799,Male,56,Electronics,2,50,100,100,Baja,Adulto,459.997631555123
935,2023-09-09,CUST935,Female,34,Beauty,1,50,50,50,Baja,Adulto,509.997631555123
858,2023-09-09,CUST858,Male,23,Electronics,2,50,100,100,Baja,Adulto Joven,459.997631555123
919,2023-09-09,CUST919,Female,22,Beauty,2,25,50,50,Baja,Adulto Joven,509.997631555123
132,2023-09-10,CUST132,Male,42,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
832,2023-09-11,CUST832,Male,47,Beauty,4,500,2000,2000,Alta,Adulto,1440.002368444877
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
113,2023-09-13,CUST113,Female,41,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200,1200,Media,Adulto mayor,640.002368444877
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,75,Baja,Adulto Joven,484.997631555123
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,100,Baja,Adulto,459.997631555123
19,2023-09-16,CUST019,Female,62,Clothing,2,25,50,50,Baja,Adulto mayor,509.997631555123
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,2000,Alta,Adulto Joven,1440.002368444877
172,2023-09-17,CUST172,Male,32,Beauty,2,25,50,50,Baja,Adulto,509.997631555123
167,2023-09-17,CUST167,Female,43,Clothing,3,50,150,150,Baja,Adulto,409.997631555123
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,50,Baja,Adulto,509.997631555123
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,150,Baja,Adulto Joven,409.997631555123
794,2023-09-17,CUST794,Female,60,Beauty,1,300,300,300,Baja,Adulto mayor,259.997631555123
131,2023-09-18,CUST131,Female,21,Beauty,2,300,600,600,Baja,Adulto Joven,40.00236844487699
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,200,Baja,Adulto,359.997631555123
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,200,Baja,Adulto,359.997631555123
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,100,Baja,Adulto,459.997631555123
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,60,Baja,Adulto,499.997631555123
241,2023-09-21,CUST241,Female,23,Electronics,3,25,75,75,Baja,Adulto Joven,484.997631555123
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
846,2023-09-22,CUST846,Male,42,Beauty,1,50,50,50,Baja,Adulto,509.997631555123
218,2023-09-22,CUST218,Male,64,Beauty,3,30,90,90,Baja,Adulto mayor,469.997631555123
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,100,Baja,Adulto,459.997631555123
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,90,Baja,Adulto,469.997631555123
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,300,Baja,Adulto mayor,259.997631555123
809,2023-09-25,CUST809,Female,62,Beauty,2,50,100,100,Baja,Adulto mayor,459.997631555123
954,2023-09-25,CUST954,Female,50,Electronics,3,300,900,900,Media,Adulto,340.002368444877
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,90,Baja,Adulto,469.997631555123
897,2023-09-26,CUST897,Female,64,Electronics,2,50,100,100,Baja,Adulto mayor,459.997631555123
147,2023-09-28,CUST147,Male,23,Electronics,1,300,300,300,Baja,Adulto Joven,259.997631555123
204,2023-09-28,CUST204,Male,39,Beauty,1,25,25,25,Baja,Adulto,534.997631555123
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,100,Baja,Adulto,459.997631555123
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,2000,Alta,Adulto,1440.002368444877
873,2023-09-29,CUST873,Female,27,Electronics,4,25,100,100,Baja,Adulto,459.997631555123
179,2023-09-29,CUST179,Male,31,Electronics,1,300,300,300,Baja,Adulto,259.997631555123
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,150,Baja,Adulto,409.997631555123
789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000,2000,Alta,Adulto mayor,1440.002368444877
196,2023-09-30,CUST196,Female,32,Clothing,3,300,900,900,Media,Adulto,340.002368444877
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
89,2023-10-01,CUST089,Female,55,Electronics,4,500,2000,2000,Alta,Adulto,1440.002368444877
909,2023-10-01,CUST909,Male,26,Electronics,1,300,300,300,Baja,Adulto,259.997631555123
51,2023-10-02,CUST051,Male,27,Beauty,3,25,75,75,Baja,Adulto,484.997631555123
889,2023-10-02,CUST889,Female,35,Electronics,1,50,50,50,Baja,Adulto,509.997631555123
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,120,Baja,Adulto,439.997631555123
276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,100,Baja,Adulto Joven,459.997631555123
154,2023-10-02,CUST154,Male,51,Electronics,3,300,900,900,Media,Adulto,340.002368444877
122,2023-10-03,CUST122,Male,64,Electronics,4,30,120,120,Baja,Adulto mayor,439.997631555123
813,2023-10-03,CUST813,Male,52,Electronics,3,50,150,150,Baja,Adulto,409.997631555123
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100,100,Baja,Adulto,459.997631555123
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,1200,Media,Adulto,640.002368444877
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,600,Baja,Adulto,40.00236844487699
208,2023-10-04,CUST208,Female,34,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,600,Baja,Adulto,40.00236844487699
